,Date,종가,종목코드,shift,증감,kospi_adr,kosdaq_adr,kospi_pm,kosdaq_pm,coef,intercept,ax+b,순위
319,20220915,7630,A238490,7470.0,2.14190093708166,73.84,75.18,-0.1799999999999926,-1.029999999999987,[0.15181628],-14.23670758832427,[0.18583917],181
100,20211027,8890,A238490,8520.0,4.342723004694836,90.48,88.26,-5.47999999999999,-2.969999999999999,[0.15137832],-14.195392903954925,[0.18554706],182
478,20230508,6630,A238490,7120.0,-6.882022471910113,95.39,84.26,8.079999999999998,7.040000000000006,[0.12962634],-12.133086567436177,[0.18141613],183
307,20220826,7750,A238490,7740.0,0.12919896640826875,105.68,95.12,-1.1999999999999886,-1.759999999999991,[0.16745748],-15.72769853313338,[0.18076187],184
293,20220805,7800,A238490,6100.0,27.86885245901639,124.76,124.12,0.4200000000000017,-3.530000000000001,[0.25517022],-24.062528508060012,[0.17864228],185
124,20211130,8670,A238490,9790.0,-11.440245148110318,52.11,59.0,-8.980000000000004,-9.200000000000003,[0.15048581],-14.125265277185163,[0.17088691],186
19,20210628,11750,A238490,11750.0,0.0,99.71,96.52,1.1799999999999926,-0.46000000000000796,[0.12039989],-11.27276984195364,[0.16521992],187
7,20210610,11400,A238490,,,97.75,100.05,5.730000000000004,6.549999999999997,[0.00602988],-0.40970983952869494,[0.1631287],188
397,20230106,6150,A238490,6270.0,-1.9138755980861244,84.18,86.83,7.160000000000011,9.010000000000005,[0.27835666],-26.288087561475688,[0.15579557],189
44,20210802,11150,A238490,11100.0,0.45045045045045046,73.71,75.26,-0.7700000000000102,-1.4799999999999898,[0.15851095],-14.909465561541198,[0.14907438],190
24,20210705,11450,A238490,11500.0,-0.43478260869565216,89.69,96.74,-0.45000000000000284,3.069999999999993,[0.229714],-21.674827680526683,[0.14800249],191
108,20211108,9400,A238490,8530.0,10.199296600234467,92.47,96.26,0.539999999999992,0.45000000000000284,[0.42740785],-40.45967240215972,[0.14407377],192
299,20220816,7670,A238490,7180.0,6.8245125348189415,141.62,120.55,-11.97999999999999,-10.220000000000013,[0.08383909],-7.830095453134532,[0.13461852],193
96,20211021,8910,A238490,9080.0,-1.8722466960352422,84.61,79.22,-0.45000000000000284,-0.519999999999996,[0.29567553],-27.969539483475394,[0.11963562],194
62,20210827,10350,A238490,11200.0,-7.5892857142857135,80.84,80.65,1.0499999999999972,0.18000000000000682,[0.18663937],-17.62256014636917,[0.10818012],195
169,20220207,9530,A238490,9730.0,-2.055498458376156,77.89,75.9,2.7900000000000063,3.5,[0.24434556],-23.105285880720363,[0.10754218],196
120,20211124,9560,A238490,9620.0,-0.6237006237006237,67.3,73.79,2.299999999999997,1.5600000000000023,[0.07360748],-6.888201290716591,[0.10450886],197
348,20221028,5760,A238490,7140.0,-19.327731092436977,99.75,97.16,6.319999999999993,2.9399999999999977,[0.24196203],-22.888075759990155,[0.09831704],198
121,20211125,9440,A238490,9870.0,-4.356636271529888,67.61,73.53,0.3100000000000023,-0.2600000000000051,[0.02303425],-2.092340967187597,[0.09591236],199
364,20221121,6290,A238490,5740.0,9.581881533101045,121.05,108.72,-12.420000000000002,-14.040000000000006,[0.06478252],-6.059343601864775,[0.09499559],200
0,20210601,11500,A238490,,,111.94,103.11,,,[0.19008495],-17.970348934678636,[0.08772136],201
403,20230116,6200,A238490,6020.0,2.990033222591362,100.26,100.88,5.52000000000001,6.659999999999997,[0.24003028],-22.722322617310102,[0.08055446],202
102,20211029,9110,A238490,8360.0,8.971291866028707,91.23,93.2,0.07000000000000739,1.1500000000000057,[0.19199604],-18.160902601920665,[0.07872165],203
171,20220209,9670,A238490,9560.0,1.1506276150627615,81.55,77.7,1.7999999999999972,0.46000000000000796,[-0.14060821],13.432839736265786,[0.07505984],204
423,20230215,6680,A238490,6320.0,5.69620253164557,96.67,100.67,-9.899999999999991,-9.739999999999995,[0.23112541],-21.891350512942946,[0.06556297],205
370,20221129,6470,A238490,5880.0,10.034013605442176,121.55,107.04,-1.3400000000000034,-0.03999999999999204,[0.14357626],-13.576034448859403,[0.0637106],206
194,20220316,9300,A238490,9510.0,-2.2082018927444795,114.15,110.35,15.63000000000001,16.429999999999993,[0.33823497],-32.07406716375208,[0.05825522],207
488,20230522,6710,A238490,6310.0,6.3391442155309035,89.53,86.81,8.019999999999996,8.490000000000009,[0.15724395],-14.882124019708206,[0.05605155],208
36,20210721,11800,A238490,11750.0,0.425531914893617,79.14,84.34,0.4099999999999966,-0.7800000000000011,[0.20396826],-19.32209472950573,[0.05489043],209
49,20210809,11350,A238490,11300.0,0.4424778761061947,82.68,85.54,-10.22999999999999,-6.959999999999994,[0.33034803],-31.3605755157453,[0.02248711],210
455,20230403,7110,A238490,6050.0,17.520661157024794,84.9,84.54,1.5,-0.12999999999999545,[0.2035463],-19.32182152281074,[0.0150772],211
353,20221104,5780,A238490,6000.0,-3.6666666666666665,97.14,89.9,-6.359999999999999,-9.61999999999999,[-0.],0.0,[0.],212
399,20230110,6240,A238490,6260.0,-0.3194888178913738,89.17,91.69,1.6800000000000068,2.1200000000000045,[-0.],0.0,[0.],213
207,20220404,9100,A238490,9380.0,-2.9850746268656714,117.79,112.78,6.560000000000002,8.010000000000005,[0.10439313],-9.91957314854607,[-0.00222556],214
9,20210614,11500,A238490,,,102.29,105.12,-2.469999999999999,-3.3299999999999983,[0.126096],-11.986613688669811,[-0.00749347],215
294,20220808,7800,A238490,6240.0,25.0,129.19,122.24,4.429999999999993,-1.8800000000000097,[0.12373784],-11.76596974105869,[-0.0108746],216
95,20211020,9290,A238490,9370.0,-0.8537886872998933,85.06,79.74,0.25,0.44999999999998863,[0.11007654],-10.47229381835174,[-0.01502263],217
126,20211202,9310,A238490,9480.0,-1.7932489451476792,67.12,74.93,6.940000000000005,7.970000000000013,[0.22335778],-21.234815525662622,[-0.01582597],218
97,20211022,8790,A238490,9020.0,-2.549889135254989,83.26,78.78,-1.3499999999999943,-0.4399999999999977,[0.23027031],-21.892270800005836,[-0.01659089],219
426,20230220,6680,A238490,6240.0,7.051282051282051,109.95,114.32,1.5700000000000074,6.039999999999992,[0.20289957],-19.30468791661805,[-0.02922923],220
286,20220727,7840,A238490,6100.0,28.524590163934427,105.14,110.34,3.989999999999995,3.1000000000000085,[0.32101113],-30.526253019382313,[-0.03019612],221
439,20230310,6000,A238490,6680.0,-10.179640718562874,75.16,74.31,-4.63000000000001,-4.890000000000001,[0.04517052],-4.327558354423246,[-0.03635887],222
129,20211207,9870,A238490,9470.0,4.223864836325237,81.57,88.27,4.959999999999994,4.469999999999999,[0.1014498],-9.676016835467147,[-0.0382861],223
311,20220901,6740,A238490,7600.0,-11.31578947368421,90.57,85.74,-11.930000000000007,-10.820000000000007,[0.15552919],-14.818384636250071,[-0.04311121],224
140,20211222,9750,A238490,8990.0,8.453837597330367,90.14,87.63,2.3900000000000006,1.539999999999992,[0.21891345],-20.840295619047982,[-0.04351801],225
1,20210602,11400,A238490,,,116.34,105.64,4.400000000000006,2.530000000000001,[0.16899077],-16.099838120629336,[-0.04571488],226
377,20221208,6430,A238490,6230.0,3.210272873194221,101.34,94.73,-2.5799999999999983,-1.9799999999999898,[0.30298394],-28.833845410016735,[-0.05037116],227
65,20210901,10350,A238490,11250.0,-8.0,98.56,94.57,7.280000000000001,6.1699999999999875,[0.19070324],-18.173561806557952,[-0.05675392],228
128,20211206,9330,A238490,9510.0,-1.8927444794952681,76.61,83.8,0.6400000000000006,-0.18999999999999773,[0.15411024],-14.712266346098085,[-0.07179385],229
460,20230410,6890,A238490,6000.0,14.833333333333334,95.12,97.66,-0.5999999999999943,-1.4200000000000017,[0.25634114],-24.433682751640898,[-0.08127408],230
226,20220429,9030,A238490,8860.0,1.9187358916478554,97.59,83.85,4.450000000000003,6.030000000000001,[0.23526712],-22.447490663790354,[-0.09711426],231
402,20230113,6220,A238490,6050.0,2.809917355371901,94.74,94.22,4.569999999999993,2.4000000000000057,[0.25665318],-24.48766833668689,[-0.10561646],232
433,20230302,6300,A238490,6700.0,-5.970149253731343,88.5,91.06,-0.5699999999999932,-2.3799999999999955,[0.17581457],-16.819778361834093,[-0.11739399],233
409,20230126,6290,A238490,6060.0,3.7953795379537953,119.15,127.92,6.410000000000011,7.400000000000006,[0.1490491],-14.298030789826516,[-0.13836611],234
359,20221114,6420,A238490,5800.0,10.689655172413794,131.53,117.74,0.7299999999999898,-2.5700000000000074,[0.23770575],-22.721945325934502,[-0.13989916],235
53,20210813,10800,A238490,11500.0,-6.086956521739131,67.93,70.1,-3.539999999999992,-3.190000000000012,[0.11278672],-10.87370019586215,[-0.15896226],236
186,20220303,9710,A238490,9670.0,0.4136504653567736,129.04,115.31,-4.260000000000019,-2.780000000000001,[0.17912229],-17.179012205785583,[-0.16239423],237
204,20220330,9100,A238490,9450.0,-3.7037037037037033,120.59,117.21,-5.890000000000001,-5.440000000000012,[0.22425862],-21.470148283346013,[-0.16557909],238
134,20211214,9600,A238490,9670.0,-0.7238883143743536,83.57,88.24,-0.46000000000000796,-1.3800000000000097,[0.21162025],-20.270692916725874,[-0.16676893],239
355,20221108,5880,A238490,6100.0,-3.606557377049181,119.1,112.55,16.289999999999992,16.39999999999999,[0.08050266],-7.817541028584522,[-0.16978792],240
173,20220211,9710,A238490,9100.0,6.7032967032967035,83.85,77.04,-0.12000000000000455,-0.9399999999999977,[0.16608133],-15.950975102755418,[-0.17324911],241
321,20220919,7550,A238490,7740.0,-2.454780361757106,70.06,69.71,-3.030000000000001,-4.530000000000001,[0.19301606],-18.513918137392388,[-0.17739265],242
80,20210927,9370,A238490,10350.0,-9.468599033816426,99.05,82.62,2.9200000000000017,-1.539999999999992,[0.17377197],-16.690851981147286,[-0.18251494],243
457,20230405,7220,A238490,5870.0,22.998296422487225,93.01,95.59,4.690000000000012,7.290000000000006,[0.27239714],-26.06410282259282,[-0.18637469],244
91,20211014,8290,A238490,9880.0,-16.09311740890688,82.88,72.49,9.569999999999993,9.059999999999995,[0.22319415],-21.392409739396577,[-0.18896535],245
94,20211019,8570,A238490,9400.0,-8.829787234042554,84.81,79.29,-2.8700000000000045,-1.4599999999999937,[0.26155845],-25.0398301857877,[-0.19177743],246
17,20210624,11950,A238490,11550.0,3.463203463203463,99.05,98.35,-1.4200000000000017,-4.8700000000000045,[0.22155155],-21.240592519270855,[-0.19319521],247
273,20220708,6240,A238490,6730.0,-7.280832095096583,72.6,76.27,5.579999999999998,6.959999999999994,[0.24648622],-23.616474950882562,[-0.20028368],248
345,20221025,5850,A238490,6300.0,-7.142857142857142,80.66,84.17,4.390000000000001,6.739999999999995,[0.2717183],-26.015494326751156,[-0.20225571],249
12,20210617,11300,A238490,,,104.46,107.35,0.1799999999999926,0.44999999999998863,[0.10405611],-10.09145198518389,[-0.206122],250
79,20210924,9400,A238490,10400.0,-9.615384615384617,96.13,84.16,-4.8500000000000085,-8.370000000000005,[0.22847357],-21.911189687810765,[-0.20620006],251
196,20220318,9400,A238490,9650.0,-2.5906735751295336,118.86,118.17,-7.420000000000002,-7.209999999999994,[0.25033624],-23.993690407750098,[-0.21174763],252
160,20220120,9100,A238490,9870.0,-7.801418439716312,86.88,90.59,4.019999999999996,5.719999999999999,[0.19693279],-18.922126553762546,[-0.21351113],253
168,20220204,9380,A238490,9630.0,-2.596053997923157,75.1,72.4,4.11999999999999,2.7900000000000063,[0.19955237],-19.18210963514198,[-0.22463423],254
436,20230307,6130,A238490,6450.0,-4.961240310077519,87.05,89.72,0.9299999999999926,1.6200000000000045,[0.22517851],-21.62617907239205,[-0.23422042],255
382,20221215,6270,A238490,6410.0,-2.1840873634945397,96.24,92.36,2.1400000000000006,2.2900000000000063,[0.20327804],-19.548582932233533,[-0.23716873],256
431,20230227,6280,A238490,6560.0,-4.2682926829268295,88.96,90.36,-0.2400000000000091,-1.7999999999999972,[0.23999899],-23.041354781406934,[-0.24145075],257
416,20230206,6560,A238490,6230.0,5.296950240770466,136.92,140.97,-2.9000000000000057,-4.469999999999999,[0.23868035],-22.92208042048084,[-0.24744681],258
337,20221013,5860,A238490,7410.0,-20.917678812415655,54.95,53.92,-10.209999999999994,-10.569999999999993,[0.13567867],-13.147106914012175,[-0.25763303],259
428,20230222,6380,A238490,6200.0,2.903225806451613,99.22,99.6,-9.599999999999994,-11.760000000000005,[0.11471608],-11.158136665495213,[-0.26010947],260
181,20220223,9650,A238490,8800.0,9.659090909090908,95.55,84.92,8.929999999999993,7.930000000000007,[0.22620552],-21.762702404895535,[-0.27317808],261
206,20220401,9100,A238490,9470.0,-3.907074973600845,111.23,104.77,-8.670000000000002,-8.180000000000007,[0.14219368],-13.79099932241454,[-0.28259936],262
467,20230419,6950,A238490,7130.0,-2.524544179523142,120.47,108.8,6.799999999999997,3.509999999999991,[0.15364036],-14.88530445084772,[-0.28947043],263
166,20220128,8800,A238490,10000.0,-12.0,65.84,66.67,6.8700000000000045,3.8700000000000045,[0.16092918],-15.583473705325233,[-0.29520173],264
389,20221226,5860,A238490,6380.0,-8.150470219435736,84.71,81.02,4.11999999999999,3.289999999999992,[0.22976877],-22.129773469606203,[-0.30174001],265
250,20220607,8000,A238490,8150.0,-1.8404907975460123,86.77,85.56,-1.4200000000000017,-1.1200000000000045,[0.34476514],-33.060233198340505,[-0.30754454],266
165,20220127,8420,A238490,9850.0,-14.51776649746193,58.97,62.8,-5.859999999999999,-8.350000000000009,[0.20120122],-19.42321805655039,[-0.3091023],267
39,20210726,11300,A238490,11450.0,-1.3100436681222707,73.0,82.22,-6.579999999999998,-5.510000000000005,[0.24580057],-23.661218056464783,[-0.31016374],268
393,20230102,6060,A238490,6460.0,-6.191950464396285,66.37,65.57,-1.5,-2.75,[0.29489828],-28.326521721028836,[-0.3111855],269
301,20220818,7650,A238490,7840.0,-2.423469387755102,120.26,105.42,-9.659999999999982,-4.929999999999993,[0.28868342],-27.755099227616434,[-0.33017478],270
2,20210603,11550,A238490,,,116.86,108.43,0.519999999999996,2.7900000000000063,[0.34856446],-33.44757787977716,[-0.33395416],271
99,20211026,9000,A238490,8830.0,1.9252548131370328,95.96,91.23,4.6499999999999915,6.490000000000009,[0.24351157],-23.467904718114692,[-0.33430511],272
141,20211223,10050,A238490,9310.0,7.9484425349087005,95.84,91.7,5.700000000000003,4.070000000000007,[0.15716056],-15.268442396190224,[-0.33818883],273
135,20211215,9530,A238490,9560.0,-0.3138075313807531,87.2,88.75,3.6300000000000097,0.5100000000000051,[0.24910714],-24.022777559833074,[-0.35759949],274
175,20220215,9250,A238490,9100.0,1.6483516483516485,68.57,63.45,-3.990000000000009,-2.6400000000000006,[0.31458648],-30.2643291369001,[-0.37861389],275
425,20230217,6680,A238490,6290.0,6.200317965023848,108.38,108.28,2.089999999999989,-3.3100000000000023,[0.24486458],-23.650129093917492,[-0.38799364],276
188,20220307,9540,A238490,9710.0,-1.7507723995880538,101.19,90.3,-15.840000000000003,-12.990000000000009,[0.14142795],-13.828616324206136,[-0.39296077],277
274,20220711,6250,A238490,6300.0,-0.7936507936507936,77.42,83.81,4.820000000000007,7.540000000000006,[0.11461348],-11.28471698424247,[-0.3964368],278
103,20211101,9230,A238490,8130.0,13.530135301353013,87.49,91.18,-3.740000000000009,-2.019999999999996,[0.32872402],-31.631604215552876,[-0.40282226],279
374,20221205,6380,A238490,6420.0,-0.6230529595015576,125.39,115.24,-6.269999999999996,-5.150000000000006,[0.18544435],-18.02039570527394,[-0.40318272],280
386,20221221,6060,A238490,6410.0,-5.46021840873635,88.19,86.24,-3.3299999999999983,-5.329999999999998,[0.15333623],-14.971713335966928,[-0.40477153],281
280,20220719,6650,A238490,6290.0,5.723370429252783,97.89,108.33,-2.260000000000005,-0.8700000000000045,[0.18593943],-18.070947878468203,[-0.40670184],282
4,20210607,11750,A238490,,,102.3,98.54,-5.63000000000001,-5.469999999999999,[0.21066835],-20.430152472411265,[-0.41665946],283
420,20230210,6440,A238490,6150.0,4.715447154471545,111.63,113.12,-9.27000000000001,-15.939999999999998,[0.31841967],-30.67674968352398,[-0.42688127],284
443,20230316,5750,A238490,6380.0,-9.87460815047022,74.82,77.77,2.059999999999988,2.819999999999993,[0.11991771],-11.827509603452565,[-0.43532705],285
197,20220321,9310,A238490,9350.0,-0.42780748663101603,118.45,118.8,-0.4099999999999966,0.6299999999999955,[0.23084782],-22.368710034147135,[-0.4381667],286
47,20210805,11200,A238490,11450.0,-2.1834061135371177,87.79,89.54,8.680000000000007,9.930000000000007,[0.2015254],-19.590065489482264,[-0.44515263],287
379,20221212,6410,A238490,6290.0,1.9077901430842605,93.6,88.57,-4.27000000000001,-3.3900000000000006,[0.19326995],-18.806048284531922,[-0.4454028],288
367,20221124,6410,A238490,5800.0,10.517241379310345,130.99,116.82,-2.829999999999984,1.3699999999999903,[0.19939683],-19.389135206213,[-0.44643635],289
351,20221102,5820,A238490,6180.0,-5.825242718446602,101.94,96.5,-9.64,-10.620000000000005,[0.1740073],-16.986614045883087,[-0.45592051],290
64,20210831,10400,A238490,11350.0,-8.370044052863436,91.28,88.4,3.5,1.8500000000000085,[0.22166286],-21.525616593228115,[-0.46764532],291
346,20221026,5790,A238490,6710.0,-13.710879284649776,85.67,88.22,5.010000000000005,4.049999999999997,[0.17303782],-16.906517684140837,[-0.46792472],292
245,20220527,7980,A238490,8660.0,-7.852193995381063,79.1,80.54,2.839999999999989,3.5900000000000034,[0.22964011],-22.286060910549214,[-0.47025087],293
242,20220524,7770,A238490,9010.0,-13.762486126526083,73.15,75.79,0.0800000000000125,0.12000000000000455,[0.1270376],-12.544458927274869,[-0.47588659],294
424,20230216,6680,A238490,6290.0,6.200317965023848,106.29,111.59,9.620000000000005,10.920000000000002,[0.31677047],-30.57466653409623,[-0.48147175],295
200,20220324,9260,A238490,9620.0,-3.7422037422037424,132.96,127.14,11.91000000000001,10.489999999999995,[0.06478337],-6.63774355681769,[-0.48332364],296
130,20211208,9600,A238490,9320.0,3.004291845493562,87.01,93.46,5.440000000000012,5.189999999999998,[0.18870939],-18.4114261650796,[-0.48403403],297
395,20230104,6180,A238490,6240.0,-0.9615384615384616,73.84,75.4,8.570000000000007,9.700000000000003,[0.16009441],-15.693864584089427,[-0.4848953],298
415,20230203,6410,A238490,6230.0,2.889245585874799,139.82,145.44,-8.409999999999997,-10.900000000000006,[0.24711198],-23.979996109618313,[-0.50435836],299
29,20210712,11100,A238490,11850.0,-6.329113924050633,81.61,90.24,5.489999999999995,3.6299999999999955,[0.09993466],-9.999623111005421,[-0.50583023],300
145,20211229,9870,A238490,9600.0,2.8125,124.47,114.15,-10.02000000000001,-3.7099999999999937,[0.09020673],-9.088739524251302,[-0.51910012],301
192,20220314,9380,A238490,9580.0,-2.0876826722338206,95.42,89.16,-2.950000000000003,-1.4300000000000068,[0.02628614],-3.0236608448435356,[-0.52647777],302
417,20230207,6700,A238490,6220.0,7.717041800643088,129.58,137.04,-7.339999999999975,-3.930000000000007,[0.09882543],-9.922204400831033,[-0.53378856],303
405,20230118,6150,A238490,5950.0,3.361344537815126,103.35,105.63,4.289999999999992,7.109999999999999,[0.07010307],-7.199003669466327,[-0.53921161],304
368,20221125,6450,A238490,5780.0,11.591695501730104,134.18,120.04,3.1899999999999977,3.220000000000013,[0.18958362],-18.54992568763779,[-0.53948175],305
318,20220914,7240,A238490,7500.0,-3.4666666666666663,74.02,76.21,-7.680000000000007,-5.75,[0.32041433],-30.985574975731645,[-0.54621345],306
414,20230202,6420,A238490,6240.0,2.8846153846153846,148.23,156.34,8.98999999999998,10.719999999999999,[0.23020854],-22.416194083696134,[-0.54638247],307
471,20230425,6500,A238490,7280.0,-10.714285714285714,100.59,84.68,-10.72999999999999,-8.739999999999995,[0.12962908],-12.861171439762094,[-0.54640912],308
278,20220715,6100,A238490,6030.0,1.1608623548922055,84.84,92.61,-0.8400000000000034,-0.37000000000000455,[0.16333445],-16.064008051729694,[-0.54723556],309
154,20220112,9730,A238490,9930.0,-2.014098690835851,96.72,96.4,9.459999999999994,9.070000000000007,[0.13034003],-12.929803062843657,[-0.54750034],310
244,20220526,7940,A238490,8810.0,-9.875141884222474,76.26,76.95,4.079999999999998,3.8800000000000097,[0.16033394],-15.78832357652117,[-0.55659969],311
238,20220518,8050,A238490,9090.0,-11.441144114411442,75.48,74.22,-4.780000000000001,-3.950000000000003,[0.24808667],-24.127027286759926,[-0.55879357],312
283,20220722,7200,A238490,6220.0,15.755627009646304,113.51,122.05,-13.959999999999994,-16.929999999999993,[0.17038022],-16.752878862192567,[-0.56675749],313
227,20220502,9010,A238490,8870.0,1.5783540022547913,93.7,80.26,-3.8900000000000006,-3.589999999999989,[0.16274632],-16.030748513163523,[-0.56984821],314
193,20220315,9300,A238490,9600.0,-3.125,98.52,93.92,3.0999999999999943,4.760000000000005,[0.24656456],-23.996104827571077,[-0.57247119],315
222,20220425,8960,A238490,9100.0,-1.5384615384615385,99.64,84.59,-7.439999999999998,-5.659999999999997,[0.26661819],-25.902899659416406,[-0.5741719],316
51,20210811,11200,A238490,11800.0,-5.084745762711865,73.74,75.69,-0.730000000000004,-2.299999999999997,[0.05934384],-6.213070224613574,[-0.57540506],317
163,20220125,8630,A238490,10150.0,-14.97536945812808,65.46,70.87,-6.8300000000000125,-6.799999999999997,[0.26170274],-25.439918710751357,[-0.57815834],318
89,20211012,7850,A238490,10050.0,-21.890547263681594,66.83,56.09,-1.5799999999999983,-1.8599999999999994,[0.20035823],-19.617934388265716,[-0.58390214],319
282,20220721,7270,A238490,6270.0,15.94896331738437,127.47,138.98,14.769999999999996,16.539999999999992,[0.23209286],-22.641383016296903,[-0.59256118],320
480,20230510,6490,A238490,7030.0,-7.681365576102419,97.7,84.6,4.010000000000005,4.039999999999992,[0.25922077],-25.222024775983787,[-0.59605189],321
482,20230512,6230,A238490,6950.0,-10.359712230215827,85.8,76.59,-8.219999999999999,-5.439999999999998,[0.13233507],-13.169526968282659,[-0.59769551],322
356,20221109,6200,A238490,6040.0,2.6490066225165565,123.94,115.15,4.840000000000003,2.6000000000000085,[0.22665626],-22.1396900895387,[-0.60734531],323
306,20220825,7740,A238490,7900.0,-2.0253164556962027,106.88,96.88,4.920000000000002,4.739999999999995,[0.05400639],-5.738411407897456,[-0.60780409],324
261,20220622,6100,A238490,7970.0,-23.462986198243414,61.44,58.25,-5.549999999999997,-5.399999999999999,[0.17201097],-16.949964519738625,[-0.60892268],325
485,20230517,6280,A238490,6540.0,-3.9755351681957185,77.19,72.47,1.1799999999999926,4.469999999999999,[0.22567704],-22.05313503706982,[-0.61381602],326
21,20210630,11750,A238490,11300.0,3.982300884955752,92.12,96.21,-1.3199999999999932,2.049999999999997,[0.13187212],-13.155739289747627,[-0.62788749],327
434,20230303,6350,A238490,6640.0,-4.367469879518072,85.68,86.45,-2.819999999999993,-4.609999999999999,[0.17690897],-17.434859081027003,[-0.62850723],328
57,20210820,9780,A238490,11100.0,-11.891891891891893,62.01,63.54,-8.030000000000008,-6.390000000000008,[0.17040752],-16.820545367805476,[-0.6318305],329
270,20220705,6100,A238490,7130.0,-14.446002805049089,63.11,61.56,9.07,9.79,[0.1711385],-16.891345407612103,[-0.63318812],330
465,20230417,7030,A238490,6650.0,5.714285714285714,116.76,105.71,1.0500000000000114,-1.0800000000000125,[0.04716208],-5.1180306196832035,[-0.63763302],331
239,20220519,7930,A238490,9030.0,-12.181616832779623,68.41,69.66,-7.070000000000007,-4.560000000000002,[0.1832768],-18.051395776003023,[-0.64009948],332
442,20230315,5870,A238490,6600.0,-11.06060606060606,72.76,74.95,3.469999999999999,4.260000000000005,[0.0979084],-9.946780122044354,[-0.64548245],333
106,20211104,9870,A238490,8290.0,19.059107358262967,104.12,109.82,4.460000000000008,3.6599999999999966,[0.2620371],-25.544640215173544,[-0.6511157],334
373,20221202,6420,A238490,6370.0,0.7849293563579277,131.66,120.39,-7.180000000000007,-0.12999999999999545,[0.13819881],-13.794944738112,[-0.66605801],335
132,20211210,9550,A238490,9500.0,0.5263157894736842,89.42,94.89,-6.8999999999999915,-7.489999999999995,[0.10664944],-10.801172115589239,[-0.66947533],336
357,20221110,6300,A238490,5880.0,7.142857142857142,132.5,121.76,8.560000000000002,6.609999999999999,[0.21385555],-20.99054898342645,[-0.67427191],337
243,20220525,7780,A238490,8990.0,-13.459399332591767,72.18,73.07,-0.9699999999999989,-2.720000000000013,[0.12839779],-12.884852874690667,[-0.68706316],338
101,20211028,9100,A238490,8160.0,11.519607843137255,91.16,92.05,0.6799999999999926,3.789999999999992,[0.32959657],-31.998770731874316,[-0.68709647],339
176,20220216,9580,A238490,8890.0,7.761529808773904,79.08,72.71,10.510000000000005,9.259999999999991,[0.33353586],-32.374136829239575,[-0.6882299],340
180,20220222,9300,A238490,8420.0,10.451306413301662,86.62,76.99,-12.829999999999998,-12.710000000000008,[0.19510596],-19.223577086533478,[-0.68851111],341
316,20220908,7060,A238490,7650.0,-7.712418300653595,81.84,80.37,4.109999999999999,5.660000000000011,[0.28001836],-27.30036439896024,[-0.69862058],342
459,20230407,7260,A238490,5990.0,21.202003338898166,95.72,99.08,7.099999999999994,7.6200000000000045,[0.17589735],-17.411746178118257,[-0.70149804],343
372,20221201,6410,A238490,6300.0,1.746031746031746,138.84,120.52,10.569999999999993,9.5,[0.30433188],-29.613913988798213,[-0.70238529],344
190,20220310,9470,A238490,9250.0,2.3783783783783785,102.09,93.68,8.350000000000009,9.0,[0.20893686],-20.55796299175593,[-0.708961],345
119,20211123,9670,A238490,9420.0,2.6539278131634823,65.0,72.23,-3.5400000000000063,-7.390000000000001,[0.17088584],-16.947863237097884,[-0.71370885],346
6,20210609,11300,A238490,,,92.02,93.5,-3.4000000000000057,0.9899999999999949,[0.24277901],-23.782889271048948,[-0.71888312],347
73,20210913,9950,A238490,9910.0,0.4036326942482341,114.64,89.22,4.969999999999999,-0.10999999999999943,[-0.09037331],7.861144101622985,[-0.7243201],348
215,20220414,8900,A238490,9260.0,-3.8876889848812093,112.8,100.09,-1.4699999999999989,-6.489999999999995,[0.23188849],-22.755181937038838,[-0.72577508],349
463,20230413,7120,A238490,6540.0,8.868501529051988,117.02,111.86,8.459999999999994,4.989999999999995,[0.322638],-31.381903888665967,[-0.73129384],350
475,20230502,6560,A238490,6890.0,-4.78955007256894,92.94,83.91,2.6299999999999955,3.8100000000000023,[0.17464444],-17.338292039880255,[-0.74706979],351
117,20211119,9500,A238490,9110.0,4.281009879253568,71.72,81.23,2.3299999999999983,2.3500000000000085,[0.1028652],-10.523847140798878,[-0.75165292],352
469,20230421,6510,A238490,7100.0,-8.309859154929578,114.57,97.1,-6.3300000000000125,-9.800000000000011,[0.10844869],-11.057001214509274,[-0.75437548],353
388,20221223,6020,A238490,6420.0,-6.230529595015576,80.59,77.73,-7.280000000000001,-5.319999999999993,[0.20682625],-20.40519891283104,[-0.75670532],354
477,20230504,6430,A238490,7170.0,-10.320781032078104,87.31,77.22,0.3100000000000023,-3.4000000000000057,[0.22022817],-21.6814283210973,[-0.75975172],355
116,20211118,9250,A238490,9100.0,1.6483516483516485,69.39,78.88,-0.7099999999999937,1.6400000000000006,[0.11095252],-11.307892116477017,[-0.7674028],356
127,20211203,9450,A238490,9500.0,-0.5263157894736842,75.97,83.99,8.849999999999994,9.059999999999988,[0.20855713],-20.581100076697172,[-0.76817296],357
408,20230125,6320,A238490,6060.0,4.29042904290429,112.74,120.52,11.149999999999991,15.189999999999998,[0.36961717],-35.888100900891125,[-0.77446936],358
231,20220509,8430,A238490,8990.0,-6.229143492769744,85.28,73.76,-8.060000000000002,-7.259999999999991,[0.28297993],-27.665814695901243,[-0.78272088],359
74,20210914,10050,A238490,10200.0,-1.4705882352941175,113.61,100.31,-1.0300000000000011,11.090000000000003,[0.20460744],-20.22852004475524,[-0.7908131],360
